"Incident Date",State,"City or County",Address,"# Killed","# Injured",URL,Source,"Incident Characteristics"
"April 2, 2015",Illinois,Metropolis,"Illinois 145 and Waldo Church Road",1,0,http://www.gunviolencearchive.org/incident/316953,http://thesouthern.com/news/local/one-dead-after-illinois-state-police-involved-shooting-in-metropolis/article_07bcd03c-74d8-589a-8727-d1354cc71cc0.html,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"April 2, 2015",Oklahoma,Tulsa,"20th Street North and North Harvard",1,0,http://www.gunviolencearchive.org/incident/317910,http://www.kjrh.com/news/local-news/tulsa-county-reserve-deputy-shoots-suspect-during-struggle-after-undercover-operation,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Officer killed"
"April 1, 2015",Texas,"Caldwell County","1600 block of Homannville",0,0,http://www.gunviolencearchive.org/incident/316893,http://www.statesman.com/news/news/local/caldwell-county-charges-man-who-shot-at-deputies/nkk4m/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury"
"April 1, 2015",Ohio,Columbus,"Parsons Avenue and East Kossuth Street",2,1,http://www.gunviolencearchive.org/incident/316281,http://www.nbc4i.com/story/28694630/two-dead-on-parsons-avenue-shooting,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Domestic Violence, Possession (gun(s) found during commission of other crimes)"
"April 1, 2015",Mississippi,Biloxi,"8220 W Oaklawn Rd.",0,1,http://www.gunviolencearchive.org/incident/317339,http://www.wjtv.com/story/28702408/biloxi-police-officer-involved-shooting-in-rv-park,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"April 1, 2015",Pennsylvania,Bechtelsville,"Washington Road",0,0,http://www.gunviolencearchive.org/incident/317511,http://abc27.com/2015/04/01/berks-county-man-arrested-after-standoff-at-campground/,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired"
"April 1, 2015","New Jersey",Hamilton,"Nottinghill Lane",0,1,http://www.gunviolencearchive.org/incident/316490,http://www.trentonian.com/general-news/20150401/hamilton-police-man-shot-by-officer-while-stabbing-his-father,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"April 1, 2015",Wisconsin,"Eau Claire","Starr Avenue",0,1,http://www.gunviolencearchive.org/incident/316262,http://www.wqow.com/story/28697525/2015/04/01/developing-officer-involved-shooting-of-an-armed-subject,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Officer Involved Shooting - Perpetrator unarmed"
"April 1, 2015",California,Hawthorne,"14200 block of Kornblum Ave",2,1,http://www.gunviolencearchive.org/incident/316145,http://www.times-standard.com/general-news/20150401/2-dead-boy-wounded-in-hawthorne-shooting,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"April 1, 2015",Ohio,Akron,"1306 Brittain Rd",0,0,http://www.gunviolencearchive.org/incident/316985,http://www.cleveland.com/akron/index.ssf/2015/04/man_accused_of_trying_to_carja.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Bar/club shooting - in or around establishment, Domestic Violence, Possession (gun(s) found during commission of other crimes)"
"March 31, 2015",Utah,Freeport,"1300 block of West 10th St.",0,0,http://www.gunviolencearchive.org/incident/316354,http://thepolicenews.net/default.aspx?act=Newsletter.aspx&category=News+1-2&newsletterid=52504&menugroup=Home,"Non-Shooting Incident, Officer Involved Incident, Animal shot/killed, ATF/LE Confiscation/Raid/Arrest, Possession of gun by felon, Gun(s) stolen from owner, Stolen gun(s) recovered during arrest/warrant"
"March 31, 2015",Wisconsin,Plainfield,"100 block of South Center Street",0,0,http://www.gunviolencearchive.org/incident/316272,http://www.stevenspointjournal.com/story/news/local/2015/03/31/man-arrested-standoff-plainfield/70748696/,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff, Domestic Violence, Kidnapping/abductions/hostage, Possession (gun(s) found during commission of other crimes), Brandishing/flourishing/open carry/lost/found"
"March 31, 2015",Alabama,Warrior,I-65,0,1,http://www.gunviolencearchive.org/incident/316779,http://www.myfoxal.com/story/28675924/warrior-pd-pursuit-of-car-theft-suspect-ends-in-crash-and-shooting,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"March 31, 2015",Tennessee,Nashville,"2300 block of Rosa L. Parks Boulevard",0,2,http://www.gunviolencearchive.org/incident/315567,http://www.wsmv.com/story/28671736/officer-involved-shooting-reported-at-nashville-apartments,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Drug involvement"
"March 31, 2015","North Carolina","Kitty Hawk","5312 North Virginia Dare Trail",0,1,http://www.gunviolencearchive.org/incident/315610,http://wtkr.com/2015/03/31/man-shot-by-officer-in-kitty-hawk-during-drug-investigation/,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Drug involvement"
"March 31, 2015",Indiana,"Fort Wayne","Oliver and McKee",0,0,http://www.gunviolencearchive.org/incident/316618,http://www.news-sentinel.com/apps/pbcs.dll/article?AID=/20150401/NEWS/150409955/1012/LOCAL,"Shots Fired - No Injuries, Officer Involved Incident, Brandishing/flourishing/open carry/lost/found"
"March 31, 2015",Florida,Northdale,"16040 Grass Lake Drive",1,0,http://www.gunviolencearchive.org/incident/316008,http://www.wtsp.com/story/news/2015/03/31/suspect-shot-during-execution-of-search-warrant/70756886/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"March 31, 2015",Louisiana,Shreveport,"9300 block of Normandie Dr.",1,1,http://www.gunviolencearchive.org/incident/315962,http://www.shreveporttimes.com/story/news/crime/2015/04/01/one-dead-in-shreveport-shooting/70767960/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"March 31, 2015",Texas,"Henderson County","County Road 4305",0,1,http://www.gunviolencearchive.org/incident/315698,http://www.kltv.com/story/28673080/texas-rangers-investigating-officer-involved-shooting-in-henderson-co,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"March 31, 2015",Texas,Nacogdoches,"4700 block of Warr Circle",0,2,http://www.gunviolencearchive.org/incident/315947,http://www.kltv.com/story/28683167/nacogdoches-pd-investigating-a-double-shooting,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Kidnapping/abductions/hostage"
"March 31, 2015",Kansas,"Mcpherson County",,0,1,http://www.gunviolencearchive.org/incident/316930,http://www.kctv5.com/story/28695185/central-kansas-man-shot-and-wounded-by-deputies,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Brandishing/flourishing/open carry/lost/found"
"March 31, 2015","South Carolina","West Ashley","Marginal Road",0,0,http://www.gunviolencearchive.org/incident/315747,http://www.postandcourier.com/article/20150331/PC16/150339877/1177,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury"
"March 31, 2015","South Carolina","West Columbia","300 block of Hudson Street",0,1,http://www.gunviolencearchive.org/incident/315591,http://www.wbtw.com/story/28673227/sc-police-officer-shot-near-columbia,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Officer shot"
"March 31, 2015",Texas,Baytown,"West Texas Ave. and Gaillard",1,0,http://www.gunviolencearchive.org/incident/315689,http://abc13.com/news/baytown-officer-fatally-shoots-man-who-had-pellet-gun/596145/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, BB/pellet gun"
"March 30, 2015",California,Inglewood,"95th Street and Ash Avenue",0,2,http://www.gunviolencearchive.org/incident/315077,http://www.nbclosangeles.com/news/local/Officer-Shooting-OIS-Inglewood-297987131.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"March 30, 2015",Illinois,"Loves Park","800 block of Anna Avenue",0,0,http://www.gunviolencearchive.org/incident/316592,http://www.rrstar.com/article/20150402/NEWS/150409851/10447/NEWS,"Non-Shooting Incident, Home Invasion, Home Invasion - No death or injury, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Drug involvement, ATF/LE Confiscation/Raid/Arrest, Possession (gun(s) found during commission of other crimes)"
"March 30, 2015",Washington,"Federal Way","27515 Pacific Highway South",1,0,http://www.gunviolencearchive.org/incident/314945,http://www.kirotv.com/news/news/officer-involved-shooting-federal-way-mcdonalds/nkhpG/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"March 30, 2015",Illinois,Rockford,"North Rockton Avenue and Bruce Street",0,1,http://www.gunviolencearchive.org/incident/315436,http://www.rrstar.com/article/20150331/NEWS/150339896/10447/NEWS,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"March 30, 2015",Illinois,Carbondale,"300 block of East Walnut Street",0,0,http://www.gunviolencearchive.org/incident/314895,http://www.wsiltv.com/news/local/Man-With-Gun-Arrested-in-Carbondale-297731971.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired"
"March 30, 2015",Texas,Houston,"Yale and Tidwell",0,0,http://www.gunviolencearchive.org/incident/315451,http://www.khou.com/story/news/crime/2015/03/30/police-woman-kidnapped-from-kroger-parking-lot-in-south-houston/70673516/,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Kidnapping/abductions/hostage"
"March 30, 2015",Maryland,"Prince George's County","71st Court",0,0,http://www.gunviolencearchive.org/incident/315433,http://www.washingtonpost.com/local/crime/prince-georges-county-police-officer-fires-on-car-whose-driver-fled-stop/2015/03/31/8744bc3a-d793-11e4-b3f2-607bd612aeac_story.html,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury"
"March 30, 2015","New Mexico",Pojoaque,"U.S. 84",0,0,http://www.gunviolencearchive.org/incident/317478,http://www.santafenewmexican.com/news/police_notes/police-notes-march/article_8c94139b-7406-539f-ad10-541b7e007ad5.html,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury"
"March 30, 2015",Missouri,"Saint Louis","17th and Chestnut Street",0,0,http://www.gunviolencearchive.org/incident/315898,http://www.stltoday.com/news/local/crime-and-courts/after-shots-fired-downtown-police-chase-on-i--leads/article_39f4b4dc-0012-53f0-af86-984a18ffd572.html,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Drive-by (car to street, car to car)"
"March 29, 2015",Iowa,"Cedar Rapids","Center Point Road and Daniels Street Northeast",0,1,http://www.gunviolencearchive.org/incident/315242,http://www.wowt.com/home/headlines/Iowa-Police-Shooting-Investigated-297930881.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"March 29, 2015",Nevada,"Boulder City","841 Avenue  A",1,0,http://www.gunviolencearchive.org/incident/314859,http://www.jrn.com/ktnv/news/One-dead-in-Boulder-City-officer-involved-shooting-297996401.html,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"March 29, 2015",Wisconsin,Appleton,"800 block of South Telulah Avenue",0,0,http://www.gunviolencearchive.org/incident/314656,http://www.postcrescent.com/story/news/local/2015/03/29/appleton-man-arrested-disturbance-gun/70645484/,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff, Possession (gun(s) found during commission of other crimes), Brandishing/flourishing/open carry/lost/found"
"March 29, 2015",Florida,Jacksonville,"5020 Cleveland Rd.",0,1,http://www.gunviolencearchive.org/incident/314700,http://www.news4jax.com/news/policeinvolved-incident-reported-at-cleveland-arms-apartments/32074412,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"March 29, 2015",Ohio,"Pike County","Fields Hollow Road",0,1,http://www.gunviolencearchive.org/incident/314627,http://www.nbc4i.com/story/28642381/pike-county-shooting-under-investigation,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"March 29, 2015",Ohio,Youngstown,"Judson Avenue and Hillman Street",0,0,http://www.gunviolencearchive.org/incident/315517,http://wkbn.com/2015/03/30/teen-shoots-at-ypd-injures-one-officer/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Drug involvement"
"March 29, 2015",Kansas,Oakley,"1001 Old Highway 40",1,0,http://www.gunviolencearchive.org/incident/317001,http://www.salina.com/crime/khp-says-oklahoma-man-died-of-self-inflicted-wound-during/article_c245b681-66ff-5fdf-8a0d-766973ba52f2.html,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Officer Involved Shooting - Perpetrator suicide at standoff"
"March 29, 2015","South Carolina",Lamar,"Boykin Avenue",0,0,http://www.gunviolencearchive.org/incident/314741,http://m.wmbfnews.com/wmbfnews/db/346947/content/YKqHl1Do,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury"
"March 29, 2015",Kentucky,Elizabethtown,"Towne Drive",1,0,http://www.gunviolencearchive.org/incident/314688,http://www.lex18.com/story/28643917/police-officer-shoots-man-near-elizabethtown-kroger,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Domestic Violence"
"March 29, 2015",Nevada,Pahrump,,0,0,http://www.gunviolencearchive.org/incident/314720,http://www.reviewjournal.com/news/nevada/pahrump-deputy-arrested-after-police-say-he-pointed-gun-wife,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Domestic Violence, Brandishing/flourishing/open carry/lost/found"
"March 28, 2015",Indiana,Indianapolis,"600 block of East 17th Street",0,0,http://www.gunviolencearchive.org/incident/314315,http://fox59.com/2015/03/28/police-investigating-shots-fired-on-near-north-side/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury"
"March 28, 2015",California,Oxnard,,1,0,http://www.gunviolencearchive.org/incident/314201,http://www.times-standard.com/general-news/20150328/police-fatally-shoot-woman-during-domestic-dispute-in-oxnard,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"March 28, 2015",California,Taft,"200 block of 4th Street",0,0,http://www.gunviolencearchive.org/incident/314178,http://www.turnto23.com/news/local-news/happening-now-stand-off-in-downtown-taft-police-surrounding-motorhome-032815,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired"
"March 28, 2015",Ohio,Toledo,"Ferris Avenue and West Oakland Street",0,1,http://www.gunviolencearchive.org/incident/314625,http://www.toledoblade.com/Police-Fire/2015/03/29/Toledo-police-shoot-driver-after-chase.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"March 28, 2015",Illinois,Champaign,"1700 block of Clover Lane",0,1,http://www.gunviolencearchive.org/incident/315536,http://www.illinoishomepage.net/story/d/story/missing-teen-sought-for-accidental-shooting/11081/7EHRJdw9fkmxD1rWLxFjSQ,"Shot - Wounded/Injured, Accidental Shooting, Accidental Shooting - Injury, Accidental/Negligent Discharge, Officer Involved Incident, Officer Involved Shooting - Perpetrator surrender at standoff"
"March 28, 2015","New York",Syracuse,"407 Clarence Avenue",0,0,http://www.gunviolencearchive.org/incident/321514,http://www.syracuse.com/crime/index.ssf/2015/04/cops_onondaga_man_who_fired_gun_near_firefighters_was_in_standoff_with_deputies.html#incart_river,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired"
"March 28, 2015",Alabama,Greenville,"Oglesby Street",1,0,http://www.gunviolencearchive.org/incident/314442,http://www.wsfa.com/story/28640437/greenville-18-year-old-dies-after-being-shot-multiple-times,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury"
"March 28, 2015",Maine,"Old Orchard Beach","Saunders Avenue",0,0,http://www.gunviolencearchive.org/incident/314374,http://www.pressherald.com/2015/03/28/old-orchard-beach-police-get-potentially-suicidal-man-to-surrender/,"Suicide - Attempt, Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff, Possession (gun(s) found during commission of other crimes)"
"March 27, 2015",Oregon,"Saint Helens","35000 block of Oakwood Drive",0,1,http://www.gunviolencearchive.org/incident/314310,http://koin.com/2015/03/27/man-73-shot-in-st-helens-neighborhood-dispute/,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator surrender at standoff"
"March 27, 2015",Massachusetts,Boston,"Humboldt Avenue",1,2,http://www.gunviolencearchive.org/incident/313656,http://www.necn.com/news/new-england/Boston-Police-Officer-Shot-297845821.html,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Officer shot, Officer Involved Shooting - Perpetrator killed, Officer Involved Shooting - Bystander shot"
"March 27, 2015",Michigan,"Davison Township",,0,0,http://www.gunviolencearchive.org/incident/319317,http://www.mlive.com/news/flint/index.ssf/2015/04/school_bus_drivers_with_allege.html#incart_river,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, ATF/LE Confiscation/Raid/Arrest, Possession (gun(s) found during commission of other crimes)"
"March 27, 2015",Michigan,Bellaire,"528 Thayer Lane",1,0,http://www.gunviolencearchive.org/incident/313669,http://www.mlive.com/news/grand-rapids/index.ssf/2015/03/man_kills_himself_during_stand.html#incart_river,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff"
"March 27, 2015","New York",Brooklyn,"345 Livonia Avenue",0,0,http://www.gunviolencearchive.org/incident/314176,http://www.nypdnews.com/2015/03/cops-arrest-man-after-observing-him.html,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Possession (gun(s) found during commission of other crimes)"
"March 27, 2015","West Virginia",Keyser,"Horseshoe Run Road",1,0,http://www.gunviolencearchive.org/incident/314039,http://www.wvva.com/story/28639395/2015/03/28/a-man-is-dead-after-troopers-say-they-were-forced-to-shoot-him-after-he-pointed-his-gun-at-them,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"March 27, 2015",Virginia,Richmond,"4200 block of Stockton Street",0,1,http://www.gunviolencearchive.org/incident/313496,http://www.nbc12.com/story/28634947/swat-presence-after-shooting-report-in-south-richmond,"Shot - Wounded/Injured, Officer Involved Incident"
"March 27, 2015",Maryland,Baltimore,"Frederick and South Athol Avenues",0,0,http://www.gunviolencearchive.org/incident/313941,http://www.wbaltv.com/news/traffic-stop-leads-to-gunfire-in-baltimore/32060806,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury"
"March 27, 2015","District of Columbia",Washington,"5300 block of Clay Terrace NE",0,1,http://www.gunviolencearchive.org/incident/314514,http://www.washingtonpost.com/local/crime/dc-officer-involved-in-shooting-reportedly-after-robbery/2015/03/28/29ddb494-d594-11e4-ab77-9646eea6a4c7_story.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Possession (gun(s) found during commission of other crimes)"
"March 27, 2015",California,Encinitas,"2000 block of Shadytree Lane",1,0,http://www.gunviolencearchive.org/incident/313926,http://www.osidenews.com/2015/03/28/officer-involved-shooting-in-encinitas/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"March 27, 2015",Texas,"Lubbock County","12000 block of County Rd. 1400",0,0,http://www.gunviolencearchive.org/incident/314830,http://www.kcbd.com/story/28639665/suspect-in-custody-after-swat-standoff,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Domestic Violence, Brandishing/flourishing/open carry/lost/found"
"March 27, 2015",Massachusetts,Webster,"North Main Street",1,0,http://www.gunviolencearchive.org/incident/313385,http://wpri.com/2015/03/27/man-shot-killed-by-mass-police/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Criminal act with stolen gun, Gun(s) stolen from owner, Stolen gun(s) recovered during arrest/warrant"
"March 26, 2015",Kansas,Gardner,"400 block of North Birch Street",1,0,http://www.gunviolencearchive.org/incident/313627,http://ksnt.com/2015/03/27/eastern-kansas-police-shoot-kill-woman/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"March 26, 2015",Texas,Alvin,"100 South Second St.",0,1,http://www.gunviolencearchive.org/incident/315744,http://texaspolicenews.com/html/Alvin%20Weekly%20Offense%20Bulletin%2003%2031%2015.pdf,"Shot - Wounded/Injured, Officer Involved Incident"
"March 26, 2015",Connecticut,Griswold,"Norman Road",0,0,http://www.gunviolencearchive.org/incident/313709,http://www.wfsb.com/story/28631455/undercover-op-lands-suspect-behind-bars-two-troopers-in-the-hospital,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Officer Involved Shooting - Perpetrator unarmed, Drug involvement"
"March 26, 2015","North Carolina",Mooresville,"631 Brawley School Road",0,0,http://www.gunviolencearchive.org/incident/313548,http://www.wsoctv.com/news/news/local/gear-stolen-mooresville-police-car/nkgGq/,"Non-Shooting Incident, Officer Involved Incident, Gun(s) stolen from owner"
"March 26, 2015",Illinois,Evanston,"200 block of Callan Avenue",0,0,http://www.gunviolencearchive.org/incident/314532,http://chicago.suntimes.com/crime/7/71/478096/police-arrest-armed-man-fled-traffic-stop-evanston,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Possession of gun by felon"
"March 26, 2015",California,Wilmington,"1500 block of Bay View Avenue",1,0,http://www.gunviolencearchive.org/incident/313103,http://www.nbclosangeles.com/news/local/Police-Officer-Involved-Shooting-OIS-Wilmington-297673271.html,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"March 26, 2015",Arizona,Phoenix,"67th Avenue and Indian School Road",0,2,http://www.gunviolencearchive.org/incident/313359,http://www.azcentral.com/story/news/local/phoenix/2015/03/26/phoenix-gunman-maryvale-abrk/70492466/,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Officer shot, Officer Involved Shooting - Perpetrator shot"
"March 26, 2015",Wisconsin,Oneida,"Mullen Drive",0,0,http://www.gunviolencearchive.org/incident/313907,http://wbay.com/2015/03/26/standoff-in-oneida/,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff, Brandishing/flourishing/open carry/lost/found"
"March 26, 2015",Massachusetts,Boston,"Dudley and Belden Street",0,0,http://www.gunviolencearchive.org/incident/313833,http://bpdnews.com/news/2015/3/27/one-less-gun-officers-prevent-potential-shooting-recover-firearm,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff, Possession (gun(s) found during commission of other crimes), Brandishing/flourishing/open carry/lost/found"
"March 25, 2015",Missouri,"Saint Louis","Interstate 70",0,2,http://www.gunviolencearchive.org/incident/313292,http://www.stltoday.com/news/local/crime-and-courts/gunman-in-custody-after-shooting-two-during-multi-county-chase/article_df134919-94e9-51b5-b734-a654c5348b27.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Drive-by (car to street, car to car)"
"March 25, 2015",Kentucky,"Casey County","Sand Knob Road",1,0,http://www.gunviolencearchive.org/incident/312980,http://www.wave3.com/story/28617822/ksp-suspect-who-fired-at-officer-at-large,"Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff, Drug involvement"
"March 25, 2015",Virginia,Richmond,"Midlothian Turnpike",0,1,http://www.gunviolencearchive.org/incident/312965,http://www.nbc12.com/story/28616961/rpd-drug-suspect-ran-shot-himself-in-leg,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Drug involvement"
"March 25, 2015",Indiana,"South Bend","Greenview Avenue",0,0,http://www.gunviolencearchive.org/incident/312727,http://www.southbendtribune.com/news/publicsafety/suspect-in-south-bend-cocaine-raid-indicted-on-federal-charges/article_e2e9caa5-8293-5436-b436-6c6710501114.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Drug involvement, Possession (gun(s) found during commission of other crimes)"
"March 25, 2015",California,"Los Angeles","102nd Street and Vermont Avenue",1,0,http://www.gunviolencearchive.org/incident/312675,http://www.nbclosangeles.com/news/local/Deputy-Shoots-Suspected-Gunman-South-Los-Angeles-297492071.html,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"March 25, 2015","New York",Queens,"220th Street and Merrick Boulevard",0,0,http://www.gunviolencearchive.org/incident/313445,http://7online.com/news/police-shoot-at-suspects-involved-in-apparent-drug-deal-in-queens/573642/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Drug involvement"
"March 25, 2015",Virginia,Hampton,"800 block of Judy Court",0,0,http://www.gunviolencearchive.org/incident/312599,http://wtkr.com/2015/03/25/three-hampton-schools-temporarily-on-lockdown-due-to-police-pursuit/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury"
"March 25, 2015",Indiana,Indianapolis,"1800 block of North Harding Street",0,1,http://www.gunviolencearchive.org/incident/312460,http://www.indystar.com/story/news/2015/03/25/swat-teams-surround-harding-street-shooting-scene/70418390/?utm_campaign=%5B%27FeedBlitzRss%27%5D&utm_content=%5B%27SWAT+teams+surround+Harding+Street+shooting+scene%27%5D&utm_source=%5B%27feedblitz%27%5D&utm_,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff, Brandishing/flourishing/open carry/lost/found"
"March 25, 2015","South Carolina",Johnsonville,"Dixie Street",1,0,http://www.gunviolencearchive.org/incident/312532,http://www.wistv.com/story/28608767/man-killed-in-officer-involved-shooting-is-brother-of-missing-johnsonville-man-family-members-say,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"March 25, 2015",Tennessee,Memphis,"East Shelby Drive and Elvis Presley Boulevard",2,0,http://www.gunviolencearchive.org/incident/312551,http://www.wsmv.com/story/28609045/at-least-1-injured-in-shooting-at-whitehaven-kroger,"Shot - Dead (murder, accidental, suicide), Suicide, Murder/Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff, Domestic Violence"
"March 25, 2015",Ohio,Warren,"1708 Youngstown Rd SE",0,0,http://www.gunviolencearchive.org/incident/312497,http://www.vindy.com/news/2015/mar/25/2-men-face-charges-shooting-warren-gas-station/?newswatch,"Shots Fired - No Injuries, Officer Involved Incident"
"March 24, 2015",Wisconsin,"Fond Du Lac","100 block of North Berger Parkway",2,0,http://www.gunviolencearchive.org/incident/312680,http://www.richmond.com/article_5ffd5509-9d0b-5435-8e9d-3ffa017b0193.html,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Officer killed, Officer Involved Shooting - Perpetrator killed"
