"Incident Date",State,"City or County",Address,"# Killed","# Injured",URL,Source,"Incident Characteristics"
"April 9, 2015","District of Columbia",Washington,"1100 block of H Street",0,2,http://www.gunviolencearchive.org/incident/320787,http://www.wjla.com/articles/2015/04/breaking-news-guard-shot-wounded-at-census-bureau-headquarters-gunman-on-loose-113056.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Officer shot, Officer Involved Shooting - Perpetrator shot, Spree Shooting (multiple victims, multiple locations)"
"April 9, 2015",Indiana,Clarksville,"342 Eastern Blvd",0,1,http://www.gunviolencearchive.org/incident/321393,http://www.newsandtribune.com/news/update-clarksville-motel-shooting-leads-to-attempted-murder-charge/article_b9136646-df93-11e4-9a5f-4b0cc0beb8fd.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Officer Involved Shooting - Perpetrator surrender at standoff, Domestic Violence, Possession (gun(s) found during commission of other crimes)"
"April 9, 2015",Indiana,Monon,"Route 421",1,0,http://www.gunviolencearchive.org/incident/320550,http://fox59.com/2015/04/09/robbery-suspect-shot-after-police-chase-in-lafayette/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Armed robbery with injury/death and/or evidence of DGU found, Kidnapping/abductions/hostage, Car-jacking"
"April 8, 2015",Illinois,Champaign,"500 block of North Elm Street",0,1,http://www.gunviolencearchive.org/incident/320327,http://www.news-gazette.com/news/local/2015-04-08/update-urbana-man-arrested-following-shooting-champaign.html,"Shot - Wounded/Injured, Officer Involved Incident, Possession (gun(s) found during commission of other crimes)"
"April 8, 2015",Georgia,Atlanta,"Ralph David Abernathy Boulevard and Garibaldi Street",0,1,http://www.gunviolencearchive.org/incident/320212,http://www.wsbtv.com/news/news/local/police-investigate-officer-involved-shooting-south/nkqGb/,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Possession (gun(s) found during commission of other crimes), Possession of gun by felon"
"April 8, 2015",Kentucky,Louisville,"800 block of Flicker Rd.",1,0,http://www.gunviolencearchive.org/incident/319905,http://www.wdrb.com/story/28755895/metrosafe-officer-involved-shooting-south-of-iroquois-park,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff"
"April 8, 2015",Virginia,"Carroll County","1200 block of Brushy Fork Road",1,0,http://www.gunviolencearchive.org/incident/319884,http://www.wdbj7.com/news/local/state-police-driver-who-refused-to-pull-over-for-carroll-co-deputies-commits-suicide/32257448,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff"
"April 8, 2015",Florida,Jacksonville,"Fouraker Road",0,1,http://www.gunviolencearchive.org/incident/320542,http://www.news4jax.com/news/jso-to-offer-more-details-on-police-shooting/32275158,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"April 8, 2015",Georgia,Valdosta,"3022 James Road",1,0,http://www.gunviolencearchive.org/incident/320231,http://www.walb.com/story/28755231/officers-on-scene-of-valdosta-shooting,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Drug involvement"
"April 8, 2015",California,"Los Angeles","4th Street and Soto Street",2,0,http://www.gunviolencearchive.org/incident/320921,http://www.nbclosangeles.com/news/local/Suspected-Gunman-Fatally-Shot-Police-Boyle-Heights-299156931.html,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"April 8, 2015",Ohio,Cincinnati,"State and Storrs Street",0,1,http://www.gunviolencearchive.org/incident/320408,http://www.wcpo.com/news/crime/police-officer-drives-lower-price-hill-shooting-victim-to-the-hospital,"Shot - Wounded/Injured, Officer Involved Incident"
"April 8, 2015",Illinois,Bondville,"Illinois Route 10 and Mary Street",0,0,http://www.gunviolencearchive.org/incident/320330,http://www.wandtv.com/story/28751057/bondville-man-arrested-for-alleged-reckless-discharge-of-firearm,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Perpetrator surrender at standoff, Brandishing/flourishing/open carry/lost/found"
"April 8, 2015",Pennsylvania,Harrisburg,"200 block of Verbeke Street",0,0,http://www.gunviolencearchive.org/incident/319631,http://www.pennlive.com/midstate/index.ssf/2015/04/italian_lake_shooting_verbeke.html#incart_m-rpt-2,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury"
"April 8, 2015",Maine,"Owls Head",,0,0,http://www.gunviolencearchive.org/incident/320816,http://www.pressherald.com/2015/04/09/deputy-disarms-man-twice-during-arrest-in-owls-head/,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, ATF/LE Confiscation/Raid/Arrest, Possession (gun(s) found during commission of other crimes), Brandishing/flourishing/open carry/lost/found"
"April 8, 2015",California,Sunnyvale,"125 Tasman Drive",1,0,http://www.gunviolencearchive.org/incident/320199,http://www.sfgate.com/crime/article/Sunnyvale-police-shoot-liquor-store-robbery-6186999.php,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"April 7, 2015",Oklahoma,"Pottawatomie County","Post Office Neck and Lake Road",0,1,http://www.gunviolencearchive.org/incident/319430,http://kfor.com/2015/04/07/officer-involved-shooting-near-grand-casino-in-shawnee/,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"April 7, 2015",Ohio,Hamilton,"200 block of N. D Street",0,0,http://www.gunviolencearchive.org/incident/320075,http://www.wcpo.com/news/crime/investigation-reveals-drug-operation-guns-inside-hamilton-home,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Drug involvement, ATF/LE Confiscation/Raid/Arrest, Possession (gun(s) found during commission of other crimes)"
"April 7, 2015",Virginia,Haysi,"800 block of Doe Branch",0,1,http://www.gunviolencearchive.org/incident/319772,http://www.wdbj7.com/news/local/state-police-investigate-officer-shooting-in-dickenson-co/32262404,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"April 7, 2015",Tennessee,Maryville,"English Avenue",0,1,http://www.gunviolencearchive.org/incident/319760,http://www.thedailytimes.com/news/maryville-police-involved-in-shooting/article_e8f6c422-dd8e-11e4-b2c2-c7e5a2473315.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Domestic Violence, BB/pellet gun"
"April 7, 2015",California,"San Diego","4100 block of Plaza Boulevard",0,0,http://www.gunviolencearchive.org/incident/319744,http://www.cbs8.com/story/28744989/fugitive-arrested-at-gun-point,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff, Officer Involved Shooting - Perpetrator unarmed"
"April 7, 2015",California,"Chula Vista","400 block of 3rd Street",0,0,http://www.gunviolencearchive.org/incident/319739,http://www.cbs8.com/story/28746303/suspect-taken-down-by-k9-in-chula-vista-standoff,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired"
"April 7, 2015",California,Seaside,"1500 block of Contra Costa Street",0,1,http://www.gunviolencearchive.org/incident/319729,http://www.thecalifornian.com/story/news/crime/2015/04/08/seaside-stand/25460091/,"Shot - Wounded/Injured, Suicide - Attempt, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff"
"April 7, 2015",Oklahoma,Indiahoma,"U.S. 62",0,1,http://www.gunviolencearchive.org/incident/320854,http://www.kswo.com/story/28753999/slow-speed-chase-suspect-identified,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"April 6, 2015",Idaho,"Lemhi County",,0,1,http://www.gunviolencearchive.org/incident/319095,http://www.kxly.com/news/northwest/police-e-idaho-sheriff-shoots-rancher-with-gun-in-wrist/32234722,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Brandishing/flourishing/open carry/lost/found"
"April 6, 2015","South Carolina",Summerville,"1496 State Road",0,0,http://www.gunviolencearchive.org/incident/320059,http://www.postandcourier.com/article/20150406/PC16/150409535,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff"
"April 6, 2015",Georgia,"Stone Mountain","West Park Place Boulevard",0,1,http://www.gunviolencearchive.org/incident/318942,http://www.wsbtv.com/news/news/local/police-scene-officer-involved-shooting-gwinnett-co/nknqY/,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"April 6, 2015",Louisiana,Harvey,"2500 Block of Manhattan Blvd.",1,0,http://www.gunviolencearchive.org/incident/318758,http://www.wdsu.com/news/local-news/new-orleans/jpso-officer-involved-in-shooting-in-harvey/32215908,"Shot - Dead (murder, accidental, suicide), Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"April 6, 2015",Florida,Ocala,"11120 Nw Gainesville Rd",1,0,http://www.gunviolencearchive.org/incident/318643,http://www.wesh.com/news/ocala-police-officer-in-critical-condition-after-accidental-shooting-at-firearms-training/32217774,"Shot - Dead (murder, accidental, suicide), Accidental Shooting, Accidental Shooting - Injury, Officer Involved Incident, Officer Involved Shooting - Officer killed, Gun range/gun shop shooting"
"April 6, 2015",Indiana,Indianapolis,"5700 block of Ashby Drive",1,0,http://www.gunviolencearchive.org/incident/318521,http://fox59.com/2015/04/06/person-shot-on-indys-southwest-side-early-monday-morning/,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"April 6, 2015",Pennsylvania,Philadelphia,"1800 block of 67th Avenue",0,0,http://www.gunviolencearchive.org/incident/319023,http://philadelphia.cbslocal.com/2015/04/06/barricade-situation-reported-in-west-oak-lane/,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Implied Weapon, BB/pellet gun, Brandishing/flourishing/open carry/lost/found"
"April 6, 2015",Illinois,"Bay View Gardens","1510 Spring Bay Road",2,0,http://www.gunviolencearchive.org/incident/319567,http://www.pjstar.com/article/20150407/NEWS/150409434/-1/breaking_ajax,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Armed robbery with injury/death and/or evidence of DGU found"
"April 6, 2015",Idaho,Rigby,,1,0,http://www.gunviolencearchive.org/incident/319080,http://www.localnews8.com/news/man-shot-and-killed-by-bonneville-county-deputy/32231638?ens=1&utm_source=Local+Breaking+News&utm_medium=email&utm_campaign=Local+Breaking+News_548739d20cf2d63fd8f1ace0_idaho&utm_content=20150407_0928,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Officer Involved Shooting - Perpetrator killed, Brandishing/flourishing/open carry/lost/found"
"April 6, 2015",Oregon,Lebanon,"3000 Stoltz Hill Road",0,0,http://www.gunviolencearchive.org/incident/319052,https://www.flashalert.net/news.html?id=1002,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Domestic Violence, Brandishing/flourishing/open carry/lost/found"
"April 6, 2015",Texas,Houston,"8100 block of West Tidwell",0,1,http://www.gunviolencearchive.org/incident/318960,http://www.chron.com/news/houston-texas/article/Officer-involved-shooting-reported-in-NW-Houston-6182729.php,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Armed robbery with injury/death and/or evidence of DGU found"
"April 6, 2015",Alaska,Fairbanks,"Badger Road and Richardson Highway",0,0,http://www.gunviolencearchive.org/incident/320265,http://www.newsminer.com/news/local_news/fairbanks-man-arrested-after-high-speed-chase-standoff/article_2351b086-dc87-11e4-acbe-a3dd04f21117.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff"
"April 6, 2015",Vermont,Marshfield,"Gilman Street",0,0,http://www.gunviolencearchive.org/incident/319090,http://www.wcax.com/story/28732724/vsp-shots-fired-in-marshfield-home?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+wcax-home+%28WCAX+-+Vermont%27s+Own%29,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Perpetrator surrender at standoff"
"April 5, 2015",Oklahoma,Lawton,"Northwest Sheridan Road",0,1,http://www.gunviolencearchive.org/incident/318864,http://www.kswo.com/story/28723878/man-shot-outside-a-lawton-bar,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"April 5, 2015",Iowa,Waterloo,"504 Riehl Street",0,1,http://www.gunviolencearchive.org/incident/318342,http://www.kcci.com/news/police-man-shot-after-striking-officer-with-car/32201326?absolute=true,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Bar/club shooting - in or around establishment"
"April 5, 2015",Pennsylvania,Philadelphia,"900 block of North 11th Street",0,0,http://www.gunviolencearchive.org/incident/318192,http://www.nbcphiladelphia.com/news/local/Police-Barricade-Poplar-298726191.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired"
"April 5, 2015",Texas,Irving,"1200 block of English St.",0,0,http://www.gunviolencearchive.org/incident/318777,http://thepolicenews.net/default.aspx?act=Newsletter.aspx&category=News+1-2&newsletterid=52596&menugroup=Home,"Officer Involved Incident, BB/pellet gun, Brandishing/flourishing/open carry/lost/found"
"April 5, 2015","North Carolina",Charlotte,"4600 block of Perth Court",2,0,http://www.gunviolencearchive.org/incident/318640,http://www.wsmv.com/story/28724175/child-found-in-deadly-east-charlotte-shooting-swat-situation,"Shot - Dead (murder, accidental, suicide), Suicide, Murder/Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff, Domestic Violence"
"April 5, 2015",California,Tehachapi,"400 block of Steuber Road",1,0,http://www.gunviolencearchive.org/incident/318595,http://www.turnto23.com/news/local-news/suspect-dies-after-officer-involved-shooting-in-tehachapi-040615,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"April 5, 2015",Ohio,Columbus,"2600 S Hamilton Rd",0,1,http://www.gunviolencearchive.org/incident/318069,http://www.nbc4i.com/story/28723636/east-columbus-shooting-injures-suspect,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Bar/club shooting - in or around establishment, Concealed Carry License - Victim"
"April 5, 2015",Iowa,"Winnebago County",,0,0,http://www.gunviolencearchive.org/incident/319487,http://www.kcrg.com/subject/news/man-who-fired-gun-ends-northern-iowa-standoff-officials-say-20150406,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Officer Involved Shooting - Perpetrator surrender at standoff"
"April 4, 2015",Colorado,Denver,"20th and Market",0,0,http://www.gunviolencearchive.org/incident/317787,http://www.9news.com/story/news/crime/2015/04/04/denver-overnight-shooting/25286259/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury"
"April 4, 2015",Washington,Kent,"87th Street and State Highway 167",0,1,http://www.gunviolencearchive.org/incident/318252,http://www.komonews.com/news/local/Police-activity-closes-SR-167-298688721.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Drive-by (car to street, car to car), Brandishing/flourishing/open carry/lost/found"
"April 4, 2015",Illinois,Zion,"2300 block of Gilead Avenue",1,0,http://www.gunviolencearchive.org/incident/317745,http://abc7chicago.com/news/officer-involved-in-zion-shooting-police-say/625011/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Officer killed"
"April 4, 2015",Maryland,Crofton,"1700 block of Chamberlain Court",0,1,http://www.gunviolencearchive.org/incident/317537,http://www.washingtonpost.com/local/crime/police-officer-in-anne-arundel-county-shoots-wounds-man-at-house/2015/04/04/ab77e396-daf6-11e4-ba28-f2a685dc7f89_story.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Implied Weapon, BB/pellet gun"
"April 4, 2015",Georgia,Rome,"132 Lewis Barrett Road",0,0,http://www.gunviolencearchive.org/incident/319804,http://www.northwestgeorgianews.com/rome/news/police_fire/rome-woman-accused-of-pointing-a-gun-at-emts-police/article_e4829202-dc28-11e4-99fb-4fe6b3897290.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff, Brandishing/flourishing/open carry/lost/found"
"April 4, 2015","South Carolina","North Charleston","1945 Remount Road",1,0,http://www.gunviolencearchive.org/incident/317606,http://www.postandcourier.com/article/20150404/PC16/150409635/1180/man-shot-and-killed-by-north-charleston-police-officer-after-traffic-stop-sled-investigating,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Officer Involved Shooting - Perpetrator unarmed"
"April 4, 2015",California,"Pacific Beach","2900 block of Garnet Avenue",0,0,http://www.gunviolencearchive.org/incident/317664,http://www.cbs8.com/story/28721444/swat-standoff-ends-in-pacific-beach,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired"
"April 4, 2015",California,Anaheim,"Lincoln Avenue and Glassell Street",1,0,http://www.gunviolencearchive.org/incident/317641,http://www.nbclosangeles.com/news/local/Orange-County-Anaheim-Officer-Involved-Shooting-298670421.html,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"April 4, 2015",Georgia,Cumming,"Old Atlanta Road and Windmere Parkway",0,1,http://www.gunviolencearchive.org/incident/317591,http://www.wsbtv.com/news/news/local/suspect-shot-officers-injured-crash-forsyth/nkmwr/,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"April 4, 2015",Illinois,Chicago,"6100 block of South Rockwell",0,1,http://www.gunviolencearchive.org/incident/317978,http://chicago.cbslocal.com/2015/04/04/2-killed-7-wounded-in-shootings-on-south-sw-sides/,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Drug involvement, Possession (gun(s) found during commission of other crimes)"
"April 4, 2015",Texas,"Corpus Christi","Santa Fe St. and Robert Dr.",0,2,http://www.gunviolencearchive.org/incident/318386,http://www.star-telegram.com/news/state/texas/article17488121.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Armed robbery with injury/death and/or evidence of DGU found, Pistol-whipping"
"April 4, 2015",Texas,Lorena,"I 35",0,0,http://www.gunviolencearchive.org/incident/317915,http://kxan.com/2015/04/04/man-with-gun-halts-traffic-along-i-35-north-of-temple/,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff"
"April 4, 2015","New Mexico",Edgewood,,1,0,http://www.gunviolencearchive.org/incident/317880,http://www.kob.com/article/stories/s3756156.shtml?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Kobcom-AlbuquerqueMetro+%28KOB.com+-+Albuquerque+Metro+News%29#.VSDW_OEpDIU,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"April 4, 2015",California,"San Jose","1000 block of Malone Road",0,0,http://www.gunviolencearchive.org/incident/318318,http://www.mercurynews.com/crime-courts/ci_27853702/san-jose-man-arrested-willow-glen-after-firing?source=rss,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Officer Involved Shooting - Perpetrator surrender at standoff"
"April 3, 2015",Colorado,Loveland,"418 Eighth Street Southeast",1,0,http://www.gunviolencearchive.org/incident/317468,http://www.thedenverchannel.com/news/local-news/suspect-shot-and-killed-during-confrontation-with-loveland-police-officers,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Officer Involved Shooting - Perpetrator suicide at standoff"
"April 3, 2015",Oklahoma,Tulsa,"5400 block of South Lewis",0,1,http://www.gunviolencearchive.org/incident/317929,http://www.newson6.com/story/28713599/man-wounded-in-tulsa-police-officer-involved-shooting,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"April 3, 2015",Virginia,"Frederick County","100 block of Gregory Place",1,0,http://www.gunviolencearchive.org/incident/317515,http://www.your4state.com/story/d/story/one-dead-after-officer-involved-shooting-in-freder/44206/kxs_nGb-a0avHXjp20EB1w,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Domestic Violence"
"April 3, 2015",Ohio,Dayton,"East Beechwood Avenue",0,0,http://www.gunviolencearchive.org/incident/317753,http://wdtn.com/2015/04/04/two-people-in-custody-after-gunfire-erupts/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury"
"April 3, 2015",Ohio,"Harrison Township","2000 block of Kildare Avenue",0,0,http://www.gunviolencearchive.org/incident/317751,http://wdtn.com/2015/04/03/possible-standoff-in-harrison-township/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Officer Involved Shooting - Perpetrator surrender at standoff"
"April 3, 2015",Louisiana,Slidell,"First and Cousin streets",0,4,http://www.gunviolencearchive.org/incident/317463,http://www.nola.com/crime/index.ssf/2015/04/slidell_officer_hospitalized_w.html#incart_river,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Officer shot"
"April 3, 2015",Texas,Liberty,"1900 block of Highway 90",0,1,http://www.gunviolencearchive.org/incident/317316,http://abc13.com/news/suspect-shot-by-police-officer-at-gas-station/618231/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"April 3, 2015",Pennsylvania,Chambersburg,"Lincoln Highway",0,0,http://www.gunviolencearchive.org/incident/317301,http://local21news.com/news/features/top-stories/stories/man-gun-holds-police-at-bay-chambersburg-16685.shtml,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Brandishing/flourishing/open carry/lost/found"
"April 3, 2015",Pennsylvania,Washington,"Addison Street and McCarrell Avenue",0,0,http://www.gunviolencearchive.org/incident/317297,http://www.wpxi.com/news/news/local/man-19-facing-drug-gun-charges-following-standoff-/nkmfh/,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Drug involvement, Criminal act with stolen gun, Stolen gun(s) recovered during arrest/warrant"
"April 3, 2015",Tennessee,Nashville,"3rd Avenue North and Church Street",0,0,http://www.gunviolencearchive.org/incident/317242,http://www.tennessean.com/story/news/crime/2015/04/03/police-arrest-one-after-gunshots-are-fired-at-officer/25231759/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Under the influence of alcohol or drugs (only applies to the perpetrator), Brandishing/flourishing/open carry/lost/found, Concealed Carry License - Perpetrator"
"April 3, 2015",Michigan,"Grand Rapids","Clancy Avenue and Fairbanks Street NE",0,0,http://www.gunviolencearchive.org/incident/317701,http://www.mlive.com/news/grand-rapids/index.ssf/2015/04/melee_over_child_custody_money.html#incart_river,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Defensive Use, Defensive Use - Victim stops crime, Concealed Carry License - Perpetrator"
"April 3, 2015","Rhode Island","East Providence","North Street",0,1,http://www.gunviolencearchive.org/incident/317387,http://www.turnto10.com/story/28717718/apparent-standoff-in-east-providence,"Shot - Wounded/Injured, Suicide - Attempt, Officer Involved Incident, Officer Involved Shooting - Perpetrator surrender at standoff"
"April 3, 2015",Indiana,Indianapolis,"425 University Blvd",0,1,http://www.gunviolencearchive.org/incident/317628,http://fox59.com/2015/04/03/iupui-officer-suffers-minor-injuries-after-accidental-discharge/,"Shot - Wounded/Injured, Accidental Shooting, Accidental Shooting - Injury, Accidental/Negligent Discharge, Officer Involved Incident"
"April 3, 2015",Delaware,Bridgeville,"Oak and Sanfilippo Roads",1,0,http://www.gunviolencearchive.org/incident/317576,http://www.nbcphiladelphia.com/news/local/Man-Allegedly-Shoots-Self-During-Police-Pursuit-298667271.html,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff"
"April 3, 2015",Texas,"San Antonio","5900 block of Hidden Rose",0,0,http://www.gunviolencearchive.org/incident/317056,http://www.ksat.com/content/pns/ksat/news/2015/04/03/sapd--suspect-arrested-in-officer-involved-shooting-on-far-west-.html,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Drug involvement"
"April 2, 2015",Louisiana,Pineville,"300 block of Iris Park Dr.",1,0,http://www.gunviolencearchive.org/incident/316958,http://www.thetowntalk.com/story/news/2015/04/02/rapides-deputy-fatally-shoots-man-in-pineville/70841468/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Brandishing/flourishing/open carry/lost/found"
"April 2, 2015",Texas,Houston,"West Belfort",0,1,http://www.gunviolencearchive.org/incident/316885,http://www.khou.com/story/news/local/2015/04/02/hpd-officer-injured-during-chase-in-southwest-houston/70853720/,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Officer shot"
"April 2, 2015",Illinois,"Rock Island","12th Avenue and Glenhurst Court",1,0,http://www.gunviolencearchive.org/incident/317358,http://www.wsiltv.com/news/local/Authorities-Investigate-298529751.html,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"April 2, 2015",Louisiana,Monroe,"300 block of Cole Ave.",0,0,http://www.gunviolencearchive.org/incident/318142,http://www.knoe.com/home/headlines/Monroe-police-chase-ends-with-shots-fired-298501341.html,"Shots Fired - No Injuries, Non-Shooting Incident, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury"
"April 2, 2015",Georgia,Jonesboro,"Jenson Drive",0,1,http://www.gunviolencearchive.org/incident/316760,http://www.wsbtv.com/news/news/local/man-tries-escape-through-second-floor-window-durin/nkk6k/,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Armed robbery with injury/death and/or evidence of DGU found, Possession (gun(s) found during commission of other crimes)"
"April 2, 2015",Tennessee,Memphis,"900 block of Hester Road",0,1,http://www.gunviolencearchive.org/incident/316628,http://www.wmcactionnews5.com/story/28706840/mpd-officer-shot-in-whitehaven-search-is-on-for-suspect-in-blue-chevy-cobalt,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Officer shot, Gang involvement, Drug involvement"
"April 2, 2015",Kentucky,Louisville,"2200 block of Brownsboro Road",0,2,http://www.gunviolencearchive.org/incident/316588,http://www.wdrb.com/story/28708524/metrosafe-officer-involved-shooting-at-brownsboro-road-kroger,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"April 2, 2015",Kentucky,Florence,"La Cresta Drive off U.S. 42",0,1,http://www.gunviolencearchive.org/incident/316683,http://www.wave3.com/story/28701758/officer-involved-shooting-in-florence,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"April 2, 2015",Michigan,"Van Buren County","63000 block of 90th Avenue",0,0,http://www.gunviolencearchive.org/incident/317205,http://www.mlive.com/news/kalamazoo/index.ssf/2015/04/meth_labs_7_long_guns_seized_d.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Drug involvement, Possession (gun(s) found during commission of other crimes)"
